Ticker,Company,Currency,Exchange,industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level,ESG_Impact_Score,ESG_Risk_Level,Env_Score_Norm,Soc_Score_Norm,Gov_Score_Norm,Total_Score_Norm,Industry_Avg_Score,ESG_Score_Deviation,twitter_esg_sentiment,Sentiment Score,avg_deforestation,avg_air_pollution,3_month_MA,6_month_MA,ESG_Change_3m,ESG_Change_6m,Env_Score_Lag_1,Soc_Score_Lag_1,Weighted_ESG_Score,Greenwashing_Risk
aaoi,Applied Optoelectronics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Communications,BB,Medium,B,Medium,B,Medium,311.0,256.0,218.0,785.0,BB,Medium,261.6666666666667,High Risk,0.2138728323699422,0.1893491124260355,0.3575,0.1976495726495727,938.2222222222222,-153.22222222222217,,,,,757.3333333333334,885.5,0.29111842105263164,-0.2538022813688213,220.0,221.0,266.59999999999997,0
aaon,Aaon Inc,USD,NASDAQ NMS - GLOBAL MARKET,Building,A,High,BB,Medium,B,Medium,500.0,300.0,223.0,1023.0,BBB,High,341.0,Medium Risk,0.5780346820809248,0.2761341222879684,0.37,0.451923076923077,1074.2,-51.200000000000045,0.6278666666666667,,,,849.6666666666666,859.6666666666666,0.3713136729222519,-0.13157894736842102,311.0,256.0,356.9,0
aapl,Apple Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,B,Medium,B,Medium,355.0,281.0,255.0,891.0,BB,Medium,297.0,Medium Risk,0.2986512524084778,0.2386587771203156,0.45,0.3108974358974359,1031.3174603174602,-140.31746031746025,0.25,,,,899.6666666666666,799.0,0.20242914979757076,-0.29003984063745025,500.0,300.0,302.8,1
aatc,Autoscope Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,BBB,High,B,Medium,B,Medium,410.0,286.0,240.0,936.0,BBB,High,312.0,Medium Risk,0.4046242774566473,0.2485207100591716,0.4125,0.3589743589743589,933.0,3.0,,,,,950.0,853.6666666666666,0.19235668789808913,0.5394736842105263,355.0,281.0,321.8,0
aaww,Atlas Air Worldwide Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Logistics and Transportation,A,High,B,Medium,B,Medium,520.0,243.0,237.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.6165703275529866,0.1637080867850098,0.405,0.4273504273504275,1025.1666666666667,-25.166666666666742,,,,,942.3333333333334,896.0,-0.022482893450635366,0.34048257372654156,410.0,286.0,352.0,0
aaci,Armada Acquisition Corp I,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,B,Medium,205.0,200.0,200.0,605.0,B,Medium,201.66666666666663,High Risk,0.0096339113680153,0.0788954635108481,0.3125,0.0053418803418803,709.3076923076923,-104.30769230769226,,,,,847.0,873.3333333333334,-0.32098765432098764,-0.18353576248313086,520.0,243.0,202.0,0
aadi,Aadi Bioscience Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,201.0,203.0,604.0,B,Medium,201.33333333333337,High Risk,0.0,0.0808678500986193,0.32,0.0042735042735042,866.9107142857143,-262.91071428571433,,,,-2.4116277838692253e-05,736.3333333333334,843.1666666666666,-0.35470085470085466,-0.23057324840764326,205.0,200.0,201.20000000000002,0
aadi,Aadi Bioscience Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,201.0,203.0,604.0,B,Medium,201.33333333333337,High Risk,0.0,0.0808678500986193,0.32,0.0042735042735042,866.9107142857143,-262.91071428571433,,,22.42469594884984,,604.3333333333334,773.3333333333334,-0.396,-0.40957966764418374,200.0,201.0,201.20000000000002,0
abeo,Abeona Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,205.0,306.0,310.0,821.0,BB,Medium,273.6666666666667,High Risk,0.0096339113680153,0.2879684418145957,0.5875,0.2361111111111111,866.9107142857143,-45.910714285714334,,,,,676.3333333333334,761.6666666666666,0.35702479338842985,-0.0785634118967452,200.0,201.0,266.8,0
abnb,Airbnb Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,A,High,A,High,BBB,High,505.0,570.0,400.0,1475.0,A,High,491.6666666666667,Low Risk,0.5876685934489403,0.8086785009861932,0.8125,0.93482905982906,918.8636363636364,556.1363636363636,,,,,966.6666666666666,851.5,1.4420529801324502,0.5758547008547008,205.0,306.0,493.0,0
abio,ARCA Biopharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,222.0,290.0,712.0,B,Medium,237.33333333333337,High Risk,0.0,0.1222879684418146,0.5375,0.1196581196581196,866.9107142857143,-154.9107142857143,,,,-2.4116277838692253e-05,1002.6666666666666,803.5,0.17880794701986757,-0.28800000000000003,505.0,570.0,233.6,0
abio,ARCA Biopharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200.0,222.0,290.0,712.0,B,Medium,237.33333333333337,High Risk,0.0,0.1222879684418146,0.5375,0.1196581196581196,866.9107142857143,-154.9107142857143,,,22.42469594884984,,966.3333333333334,821.3333333333334,-0.1327649208282582,0.1768595041322314,200.0,222.0,233.6,0
abmd,ABIOMED Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,500.0,324.0,305.0,1129.0,BBB,High,376.3333333333333,Low Risk,0.5780346820809248,0.3234714003944773,0.5750000000000001,0.5651709401709403,938.7647058823528,190.23529411764707,0.54135,,,,851.0,908.8333333333334,-0.23457627118644064,0.869205298013245,200.0,222.0,388.7,0
abos,Acumen Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,205.0,201.0,200.0,606.0,B,Medium,202.0,High Risk,0.0096339113680153,0.0808678500986193,0.3125,0.0064102564102563,866.9107142857143,-260.91071428571433,,,,,815.6666666666666,909.1666666666666,-0.148876404494382,0.0033112582781456013,500.0,324.0,202.3,0
absi,Absci Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,B,Medium,B,Medium,205.0,224.0,230.0,659.0,B,Medium,219.66666666666663,High Risk,0.0096339113680153,0.126232741617357,0.3875,0.063034188034188,993.125,-334.125,,0.0,,,798.0,882.1666666666666,-0.074438202247191,-0.19732034104750307,205.0,201.0,218.2,0
abtx,Allegiance Bancshares Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,BB,Medium,298.0,300.0,300.0,898.0,BB,Medium,299.3333333333333,Medium Risk,0.1888246628131021,0.2761341222879684,0.5625,0.3183760683760684,898.3103448275862,-0.3103448275861638,,,,,721.0,786.0,-0.20460584588131092,-0.39118644067796615,205.0,224.0,299.2,0
abus,Arbutus Biopharma Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,203.0,204.0,338.0,745.0,B,Medium,248.33333333333337,High Risk,0.0057803468208092,0.0867850098619329,0.6575,0.1549145299145299,866.9107142857143,-121.91071428571432,,,,,767.3333333333334,791.5,0.22937293729372943,0.0463483146067416,298.0,300.0,243.8,0
abvc,ABVC Biopharma Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,220.0,212.0,205.0,637.0,B,Medium,212.33333333333337,High Risk,0.0385356454720616,0.1025641025641025,0.3249999999999999,0.0395299145299145,866.9107142857143,-229.9107142857143,,,,,760.0,779.0,-0.03338391502276172,-0.1053370786516854,203.0,204.0,213.1,0
acad,ACADIA Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,230.0,230.0,305.0,765.0,BB,Medium,255.0,High Risk,0.0578034682080924,0.1380670611439842,0.5750000000000001,0.1762820512820513,866.9107142857143,-101.91071428571432,,,,,715.6666666666666,718.3333333333334,-0.14810690423162587,-0.3224092116917626,220.0,212.0,252.5,0
acac,Acri Capital Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,BB,Medium,200.0,205.0,300.0,705.0,B,Medium,235.0,High Risk,0.0,0.0887573964497041,0.5625,0.1121794871794872,709.3076923076923,-4.307692307692264,,,,-2.4116277838692253e-05,702.3333333333334,734.8333333333334,-0.05369127516778527,0.1633663366336633,230.0,230.0,231.5,0
acac,Acri Capital Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,BB,Medium,200.0,205.0,300.0,705.0,B,Medium,235.0,High Risk,0.0,0.0887573964497041,0.5625,0.1121794871794872,709.3076923076923,-4.307692307692264,,,22.42469594884984,,725.0,742.5,0.10675039246467821,0.06980273141122906,200.0,205.0,231.5,0
accd,Accolade Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,255.0,254.0,235.0,744.0,B,Medium,248.0,High Risk,0.1059730250481695,0.1854043392504931,0.4,0.1538461538461538,938.7647058823528,-194.76470588235293,0.54135,,,,718.0,716.8333333333334,-0.027450980392156876,-0.17149220489977723,200.0,205.0,248.7,0
acet,Adicet Bio Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,215.0,211.0,305.0,731.0,B,Medium,243.66666666666663,High Risk,0.0289017341040462,0.1005917159763313,0.5750000000000001,0.139957264957265,866.9107142857143,-135.9107142857143,,,,,726.6666666666666,714.5,0.03687943262411353,-0.018791946308724827,255.0,254.0,240.8,0
abcl,Abcellera Biologics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,540.0,354.0,345.0,1239.0,A,High,413.0,Low Risk,0.6551059730250481,0.3826429980276134,0.675,0.6826923076923078,993.125,245.875,,0.0,,,904.6666666666666,814.8333333333334,0.7574468085106383,0.945054945054945,215.0,211.0,425.7,0
abcb,Ameris Bancorp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,290.0,300.0,250.0,840.0,BB,Medium,280.0,High Risk,0.1734104046242774,0.2761341222879684,0.4375,0.2564102564102565,898.3103448275862,-58.31034482758616,,,,,936.6666666666666,827.3333333333334,0.12903225806451624,0.0980392156862746,540.0,354.0,281.0,0
acev,ACE Convergence Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,B,Medium,B,Medium,225.0,211.0,215.0,651.0,B,Medium,217.0,High Risk,0.048169556840077,0.1005917159763313,0.35,0.0544871794871795,709.3076923076923,-58.307692307692264,,,,,910.0,818.3333333333334,-0.1094391244870041,-0.07659574468085106,290.0,300.0,217.8,0
achl,Achilles Therapeutics PLC,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,230.0,288.0,285.0,803.0,BB,Medium,267.6666666666667,High Risk,0.0578034682080924,0.252465483234714,0.525,0.2168803418803419,866.9107142857143,-63.910714285714334,,,,,764.6666666666666,834.6666666666666,-0.35189669087974174,0.13900709219858154,225.0,211.0,263.9,0
achc,Acadia Healthcare Company Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,BB,Medium,B,Medium,B,Medium,330.0,231.0,220.0,781.0,BB,Medium,260.3333333333333,High Risk,0.2504816955684008,0.1400394477317554,0.3625,0.1933760683760683,938.7647058823528,-157.76470588235293,0.54135,,,,745.0,840.8333333333334,-0.07023809523809521,0.04973118279569899,230.0,288.0,267.3,0
aciw,ACI Worldwide Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,500.0,327.0,300.0,1127.0,BBB,High,375.6666666666667,Low Risk,0.5780346820809248,0.329388560157791,0.5625,0.5630341880341881,1031.3174603174602,95.68253968253975,0.25,,,,903.6666666666666,906.8333333333334,0.7311827956989247,0.5417236662106704,330.0,231.0,388.1,1
acls,Axcelis Technologies Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,B,Medium,515.0,306.0,260.0,1081.0,BBB,High,360.3333333333333,Medium Risk,0.6069364161849711,0.2879684418145957,0.4625,0.513888888888889,1030.5833333333333,50.41666666666674,,,,,996.3333333333334,880.5,0.3462017434620175,-0.1275221953188055,500.0,327.0,375.8,0
aciu,AC Immune SA,CHF,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,250.0,296.0,305.0,851.0,BB,Medium,283.6666666666667,Medium Risk,0.0963391136801541,0.2682445759368836,0.5750000000000001,0.2681623931623932,866.9107142857143,-15.910714285714334,,,,,1019.6666666666666,882.3333333333334,0.08962868117797695,0.013095238095238049,515.0,306.0,280.3,0
achv,Achieve Life Sciences Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,215.0,222.0,305.0,742.0,B,Medium,247.33333333333337,High Risk,0.0289017341040462,0.1222879684418146,0.5750000000000001,0.1517094017094017,866.9107142857143,-124.91071428571432,,,,,891.3333333333334,897.5,-0.3416149068322981,0.13978494623655924,250.0,296.0,244.1,0
acmr,ACM Research Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BBB,High,B,Medium,BB,Medium,410.0,232.0,325.0,967.0,BBB,High,322.3333333333333,Medium Risk,0.4046242774566473,0.1420118343195266,0.625,0.3920940170940171,1030.5833333333333,-63.58333333333326,,,,,853.3333333333334,924.8333333333334,-0.10545790934320076,0.20423412204234115,215.0,222.0,331.1,0
acor,Acorda Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,230.0,307.0,310.0,847.0,BB,Medium,282.3333333333333,Medium Risk,0.0578034682080924,0.2899408284023668,0.5875,0.2638888888888889,866.9107142857143,-19.910714285714334,,,,,852.0,935.8333333333334,-0.004700352526439522,0.08450704225352124,410.0,232.0,277.1,0
acnb,ACNB Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,220.0,219.0,215.0,654.0,B,Medium,218.0,High Risk,0.0385356454720616,0.116370808678501,0.35,0.0576923076923077,898.3103448275862,-244.31034482758616,,,,,822.6666666666666,857.0,-0.1185983827493261,-0.419698314108252,230.0,307.0,218.2,0
acrs,Aclaris Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,230.0,207.0,220.0,657.0,B,Medium,219.0,High Risk,0.0578034682080924,0.0927021696252465,0.3625,0.0608974358974359,903.6666666666666,-246.66666666666663,,,,,719.3333333333334,786.3333333333334,-0.32057911065149947,-0.39222941720629045,220.0,219.0,220.1,0
acrx,AcelRx Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200.0,237.0,300.0,737.0,B,Medium,245.66666666666663,High Risk,0.0,0.1518737672583826,0.5625,0.1463675213675214,903.6666666666666,-166.66666666666663,,,,-2.4116277838692253e-05,682.6666666666666,767.3333333333334,-0.1298701298701299,-0.13396004700352526,230.0,207.0,241.1,0
acrx,AcelRx Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200.0,237.0,300.0,737.0,B,Medium,245.66666666666663,High Risk,0.0,0.1518737672583826,0.5625,0.1463675213675214,903.6666666666666,-166.66666666666663,,,22.42469594884984,,710.3333333333334,766.5,0.12691131498470942,-0.006738544474393482,200.0,237.0,241.1,0
act,Enact Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,A,High,BB,Medium,BB,Medium,540.0,328.0,315.0,1183.0,BBB,High,394.3333333333333,Low Risk,0.6551059730250481,0.3313609467455622,0.6,0.622863247863248,909.3333333333334,273.66666666666663,0.6042666666666666,0.1779,,,885.6666666666666,802.5,0.8006088280060883,0.22337125129265778,200.0,237.0,408.9,0
actg,Acacia Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,200.0,200.0,275.0,675.0,B,Medium,225.0,High Risk,0.0,0.0788954635108481,0.5,0.0801282051282051,909.3333333333334,-234.33333333333337,0.6042666666666666,0.1779,,-2.4116277838692253e-05,865.0,773.8333333333334,-0.08412483039348706,-0.2030696576151122,540.0,328.0,222.5,0
actg,Acacia Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,200.0,200.0,275.0,675.0,B,Medium,225.0,High Risk,0.0,0.0788954635108481,0.5,0.0801282051282051,909.3333333333334,-234.33333333333337,0.6042666666666666,0.1779,22.42469594884984,,844.3333333333334,777.3333333333334,-0.08412483039348706,0.032110091743119185,200.0,200.0,222.5,0
acva,ACV Auctions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services and Supplies,B,Medium,B,Medium,BB,Medium,235.0,262.0,315.0,812.0,BB,Medium,270.6666666666667,High Risk,0.0674373795761079,0.2011834319526627,0.6,0.2264957264957265,995.8571428571428,-183.8571428571429,0.3612,,,,720.6666666666666,803.1666666666666,-0.31360946745562135,0.23592085235920845,200.0,200.0,267.1,1
adag,Adagene Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,295.0,301.0,305.0,901.0,BBB,High,300.3333333333333,Medium Risk,0.1830443159922928,0.2781065088757397,0.5750000000000001,0.3215811965811966,866.9107142857143,34.089285714285666,,,,,796.0,830.5,0.3348148148148149,0.2225237449118047,235.0,262.0,299.8,0
acxp,Acurx Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,BB,Medium,BB,Medium,235.0,301.0,305.0,841.0,BB,Medium,280.3333333333333,High Risk,0.0674373795761079,0.2781065088757397,0.5750000000000001,0.2574786324786325,866.9107142857143,-25.910714285714334,,,,,851.3333333333334,847.8333333333334,0.24592592592592588,0.14111261872455905,295.0,301.0,275.8,0
adbe,Adobe Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,B,Medium,200.0,221.0,200.0,621.0,B,Medium,207.0,High Risk,0.0,0.1203155818540434,0.3125,0.0224358974358974,1031.3174603174602,-410.31746031746025,0.25,,,-2.4116277838692253e-05,787.6666666666666,754.1666666666666,-0.2352216748768473,-0.47506339814032117,235.0,301.0,206.3,1
adbe,Adobe Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,B,Medium,200.0,221.0,200.0,621.0,B,Medium,207.0,High Risk,0.0,0.1203155818540434,0.3125,0.0224358974358974,1031.3174603174602,-410.31746031746025,0.25,,22.42469594884984,,694.3333333333334,745.1666666666666,-0.3107658157602664,-0.07999999999999996,200.0,221.0,206.3,1
adap,Adaptimmune Therapeutics PLC,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,BB,Medium,B,Medium,BB,Medium,365.0,283.0,305.0,953.0,BBB,High,317.6666666666667,Medium Risk,0.3179190751445086,0.242603550295858,0.5750000000000001,0.3771367521367522,866.9107142857143,86.08928571428567,,,,,731.6666666666666,791.5,0.13317479191438752,0.4118518518518519,200.0,221.0,322.4,0
adma,ADMA Biologics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,240.0,264.0,320.0,824.0,BB,Medium,274.6666666666667,High Risk,0.0770712909441233,0.2051282051282051,0.6125,0.2393162393162393,866.9107142857143,-42.910714285714334,,,,,799.3333333333334,793.5,0.32689210950080505,0.014778325123152802,365.0,283.0,271.2,0
ades,Advanced Emissions Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Chemicals,B,Medium,B,Medium,BB,Medium,205.0,201.0,300.0,706.0,B,Medium,235.33333333333337,High Risk,0.0096339113680153,0.0808678500986193,0.5625,0.1132478632478632,1058.8947368421052,-352.8947368421052,,,,,827.6666666666666,761.0,0.13687600644122377,-0.21642619311875688,240.0,264.0,232.3,0
adi,Analog Devices Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,BB,Medium,BB,Medium,350.0,318.0,300.0,968.0,BBB,High,322.6666666666667,Medium Risk,0.2890173410404624,0.3116370808678501,0.5625,0.3931623931623932,1030.5833333333333,-62.58333333333326,,,,,832.6666666666666,782.1666666666666,0.015739769150052485,0.1510107015457789,205.0,201.0,325.4,0
adil,Adial Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200.0,203.0,300.0,703.0,B,Medium,234.33333333333337,High Risk,0.0,0.0848126232741617,0.5625,0.1100427350427351,903.6666666666666,-200.66666666666663,,,,-2.4116277838692253e-05,792.3333333333334,795.8333333333334,-0.14684466019417475,0.13204508856682762,350.0,318.0,230.9,0
adil,Adial Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200.0,203.0,300.0,703.0,B,Medium,234.33333333333337,High Risk,0.0,0.0848126232741617,0.5625,0.1100427350427351,903.6666666666666,-200.66666666666663,,,22.42469594884984,,791.3333333333334,809.5,-0.004249291784702569,0.13204508856682762,200.0,203.0,230.9,0
admp,Adamis Pharmaceuticals Corp,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,285.0,204.0,215.0,704.0,B,Medium,234.66666666666663,High Risk,0.163776493256262,0.0867850098619329,0.35,0.1111111111111111,903.6666666666666,-199.66666666666663,,,,,703.3333333333334,768.0,-0.2727272727272727,-0.26128016789087094,200.0,203.0,239.7,0
acer,Acer Therapeutics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,223.0,291.0,310.0,824.0,BB,Medium,274.6666666666667,High Risk,0.0443159922928708,0.2583826429980276,0.5875,0.2393162393162393,903.6666666666666,-79.66666666666663,,,,,743.6666666666666,768.0,0.1721194879089616,0.0,285.0,204.0,269.5,0
adoc,Edoc Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,Unknown,B,Medium,BB,Medium,BB,Medium,215.0,301.0,300.0,816.0,BB,Medium,272.0,High Risk,0.0289017341040462,0.2781065088757397,0.5625,0.2307692307692308,709.3076923076923,106.69230769230774,,,,,781.3333333333334,786.3333333333334,0.16073968705547648,0.15580736543909346,223.0,291.0,266.3,0
adus,Addus Homecare Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,210.0,215.0,218.0,643.0,B,Medium,214.33333333333337,High Risk,0.0192678227360308,0.1084812623274161,0.3575,0.045940170940171,938.7647058823528,-295.7647058823529,0.54135,,,,761.0,732.1666666666666,-0.08664772727272729,-0.3357438016528925,215.0,301.0,213.89999999999998,0
