Ticker,Company,Currency,Exchange,Industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level,ESG_Impact_Score,ESG_Risk_Level,Env_Score_Norm,Soc_Score_Norm,Gov_Score_Norm,Total_Score_Norm,Industry_Avg_Score,ESG_Score_Deviation
pkg,Packaging Corp of America,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,BB,Medium,500.0,303.0,300.0,1103.0,BBB,High,367.6666666666667,Medium Risk,0.5780346820809248,0.2820512820512821,0.5625,0.5373931623931624,1156.0,-53.0
psx,Phillips 66,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,569.0,363.0,310.0,1242.0,A,High,414.0,Low Risk,0.7109826589595376,0.40039447731755423,0.5875,0.685897435897436,1142.2631578947369,99.73684210526312
pru,Prudential Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,BB,Medium,B,Medium,285.0,300.0,288.0,873.0,BB,Medium,291.0,Medium Risk,0.16377649325626203,0.27613412228796846,0.5325,0.29166666666666674,1012.3703703703703,-139.37037037037032
pnr,Pentair PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BBB,High,BB,Medium,BB,Medium,433.0,330.0,315.0,1078.0,BBB,High,359.3333333333333,Medium Risk,0.44894026974951823,0.33530571992110453,0.6,0.5106837606837608,1048.047619047619,29.952380952380963
pnw,Pinnacle West Capital Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BBB,High,BB,Medium,629.0,479.0,300.0,1408.0,A,High,469.3333333333333,Low Risk,0.8265895953757225,0.6291913214990139,0.5625,0.8632478632478634,1190.6333333333334,217.36666666666656
ppl,PPL Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,525.0,306.0,300.0,1131.0,BBB,High,377.0,Low Risk,0.6262042389210019,0.28796844181459574,0.5625,0.5673076923076924,1190.6333333333334,-59.63333333333344
pwr,Quanta Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,A,High,BB,Medium,BB,Medium,540.0,382.0,310.0,1232.0,A,High,410.6666666666667,Low Risk,0.6551059730250481,0.43786982248520717,0.5875,0.6752136752136754,1082.6666666666667,149.33333333333326
rjf,Raymond James Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,505.0,309.0,305.0,1119.0,BBB,High,373.0,Medium Risk,0.5876685934489403,0.2938856015779093,0.5750000000000001,0.5544871794871796,909.3333333333334,209.66666666666663
rf,Regions Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,490.0,304.0,305.0,1099.0,BBB,High,366.3333333333333,Medium Risk,0.558766859344894,0.2840236686390533,0.5750000000000001,0.5331196581196581,898.3103448275862,200.68965517241384
rcl,Royal Caribbean Cruises Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,503.0,327.0,310.0,1140.0,BBB,High,380.0,Low Risk,0.5838150289017341,0.329388560157791,0.5875,0.576923076923077,918.8636363636364,221.13636363636363
rl,Ralph Lauren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BBB,High,BB,Medium,BB,Medium,420.0,352.0,303.0,1075.0,BBB,High,358.3333333333333,Medium Risk,0.42389210019267826,0.378698224852071,0.5700000000000001,0.5074786324786326,944.4444444444445,130.55555555555554
pvh,PVH Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BBB,High,BB,Medium,BB,Medium,418.0,319.0,315.0,1052.0,BBB,High,350.6666666666667,Medium Risk,0.42003853564547206,0.3136094674556213,0.6,0.48290598290598286,944.4444444444445,107.55555555555554
rhi,Robert Half International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,B,Medium,BB,Medium,BB,Medium,255.0,334.0,310.0,899.0,BB,Medium,299.6666666666667,Medium Risk,0.10597302504816952,0.3431952662721894,0.5875,0.31944444444444453,1047.857142857143,-148.8571428571429
pxd,Pioneer Natural Resources Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BBB,High,BB,Medium,700.0,412.0,300.0,1412.0,A,High,470.6666666666667,Low Risk,0.9633911368015415,0.49704142011834324,0.5625,0.8675213675213677,1142.2631578947369,269.7368421052631
rol,Rollins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,A,High,BB,Medium,BB,Medium,500.0,300.0,305.0,1105.0,BBB,High,368.3333333333333,Medium Risk,0.5780346820809248,0.27613412228796846,0.5750000000000001,0.5395299145299145,995.8571428571429,109.14285714285711
rmd,Resmed Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BB,Medium,BB,Medium,BB,Medium,330.0,312.0,300.0,942.0,BBB,High,314.0,Medium Risk,0.2504816955684008,0.2998027613412229,0.5625,0.36538461538461553,938.7647058823529,3.235294117647072
schw,Charles Schwab Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,515.0,300.0,300.0,1115.0,BBB,High,371.6666666666667,Medium Risk,0.6069364161849711,0.27613412228796846,0.5625,0.5502136752136754,909.3333333333334,205.66666666666663
rok,Rockwell Automation Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,BB,Medium,B,Medium,B,Medium,308.0,243.0,210.0,761.0,BB,Medium,253.66666666666666,High Risk,0.2080924855491329,0.16370808678500987,0.3375,0.17200854700854706,933.0,-172.0
tdg,TransDigm Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,1089.7,10.299999999999955
see,Sealed Air Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,B,Medium,555.0,318.0,257.0,1130.0,BBB,High,376.6666666666667,Low Risk,0.6840077071290944,0.3116370808678501,0.45499999999999996,0.5662393162393163,1156.0,-26.0
rop,Roper Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,570.0,350.0,340.0,1260.0,A,High,420.0,Low Risk,0.7129094412331407,0.3747534516765287,0.6625,0.7051282051282052,1031.3174603174602,228.68253968253975
swk,Stanley Black & Decker Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,555.0,315.0,300.0,1170.0,BBB,High,390.0,Low Risk,0.6840077071290944,0.30571992110453655,0.5625,0.6089743589743591,1048.047619047619,121.95238095238096
stz,Constellation Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,BBB,High,BB,Medium,B,Medium,459.0,313.0,295.0,1067.0,BBB,High,355.6666666666667,Medium Risk,0.4990366088631984,0.3017751479289941,0.55,0.49893162393162405,1061.0,6.0
syk,Stryker Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,BB,Medium,485.0,321.0,325.0,1131.0,BBB,High,377.0,Low Risk,0.5491329479768785,0.3175542406311637,0.625,0.5673076923076924,938.7647058823529,192.23529411764707
syy,Sysco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,555.0,301.0,305.0,1161.0,BBB,High,387.0,Low Risk,0.6840077071290944,0.2781065088757397,0.5750000000000001,0.5993589743589743,918.5769230769231,242.4230769230769
shw,Sherwin-Williams Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,295.0,259.0,220.0,774.0,BB,Medium,258.0,High Risk,0.18304431599229282,0.19526627218934917,0.36250000000000004,0.1858974358974359,1058.8947368421052,-284.8947368421052
spgi,S&P Global Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BBB,High,BB,Medium,BB,Medium,435.0,341.0,310.0,1086.0,BBB,High,362.0,Medium Risk,0.45279383429672443,0.35700197238658776,0.5875,0.5192307692307693,909.3333333333334,176.66666666666663
ste,STERIS plc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,510.0,301.0,305.0,1116.0,BBB,High,372.0,Medium Risk,0.5973025048169556,0.2781065088757397,0.5750000000000001,0.5512820512820514,938.7647058823529,177.23529411764707
syf,Synchrony Financial,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,325.0,312.0,310.0,947.0,BBB,High,315.6666666666667,Medium Risk,0.24084778420038538,0.2998027613412229,0.5875,0.37072649572649585,909.3333333333334,37.66666666666663
spg,Simon Property Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,225.0,247.0,205.0,677.0,B,Medium,225.66666666666666,High Risk,0.048169556840077066,0.17159763313609472,0.32499999999999996,0.0822649572649573,995.9444444444445,-318.94444444444446
sre,Sempra Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,700.0,386.0,310.0,1396.0,A,High,465.3333333333333,Low Risk,0.9633911368015415,0.4457593688362919,0.5875,0.8504273504273506,1190.6333333333334,205.36666666666656
so,Southern Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,515.0,307.0,330.0,1152.0,BBB,High,384.0,Low Risk,0.6069364161849711,0.28994082840236685,0.6375000000000001,0.5897435897435898,1190.6333333333334,-38.63333333333344
stt,State Street Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,225.0,211.0,210.0,646.0,B,Medium,215.33333333333334,High Risk,0.048169556840077066,0.10059171597633138,0.3375,0.04914529914529919,909.3333333333334,-263.33333333333337
sna,Snap-On Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,B,Medium,500.0,300.0,261.0,1061.0,BBB,High,353.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.46499999999999997,0.49252136752136766,1048.047619047619,12.952380952380963
rtx,Raytheon Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BBB,High,520.0,330.0,400.0,1250.0,A,High,416.6666666666667,Low Risk,0.6165703275529866,0.33530571992110453,0.8125,0.6944444444444445,1089.7,160.29999999999995
hig,Hartford Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500.0,305.0,305.0,1110.0,BBB,High,370.0,Medium Risk,0.5780346820809248,0.28599605522682453,0.5750000000000001,0.544871794871795,1012.3703703703703,97.62962962962968
tel,TE Connectivity Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium,200.0,High Risk,0.0,0.07889546351084814,0.3125,0.0,933.0,-333.0
tfx,Teleflex Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium,200.0,High Risk,0.0,0.07889546351084814,0.3125,0.0,938.7647058823529,-338.7647058823529
tfc,Truist Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BBB,High,BB,Medium,BB,Medium,480.0,308.0,300.0,1088.0,BBB,High,362.6666666666667,Medium Risk,0.5394990366088632,0.29191321499013806,0.5625,0.5213675213675214,898.3103448275862,189.68965517241384
tdy,Teledyne Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,933.0,167.0
tgt,Target Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,550.0,342.0,313.0,1205.0,A,High,401.6666666666667,Low Risk,0.6743737957610789,0.358974358974359,0.595,0.6463675213675214,918.5769230769231,286.4230769230769
tjx,TJX Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,918.5769230769231,181.4230769230769
tpr,Tapestry Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,BBB,High,BB,Medium,BB,Medium,483.0,310.0,300.0,1093.0,BBB,High,364.3333333333333,Medium Risk,0.5452793834296725,0.2958579881656805,0.5625,0.5267094017094017,944.4444444444445,148.55555555555554
trv,Travelers Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,1012.3703703703703,87.62962962962968
tmo,Thermo Fisher Scientific Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,527.0,332.0,280.0,1139.0,BBB,High,379.6666666666667,Low Risk,0.630057803468208,0.33925049309664695,0.5125000000000001,0.5758547008547009,993.125,145.875
tt,Trane Technologies PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,AA,Excellent,BB,Medium,BB,Medium,700.0,389.0,320.0,1409.0,A,High,469.6666666666667,Low Risk,0.9633911368015415,0.45167652859960555,0.6125,0.8643162393162395,1074.2,334.79999999999995
tsn,Tyson Foods Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,530.0,374.0,340.0,1244.0,A,High,414.6666666666667,Low Risk,0.6358381502890174,0.42209072978303747,0.6625,0.6880341880341881,1131.0714285714287,112.92857142857133
tyl,Tyler Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,400.0,306.0,305.0,1011.0,BBB,High,337.0,Medium Risk,0.3853564547206166,0.28796844181459574,0.5750000000000001,0.4391025641025642,1031.3174603174602,-20.317460317460245
txt,Textron Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.5780346820809248,0.27613412228796846,0.3125,0.4273504273504275,1089.7,-89.70000000000005
unh,UnitedHealth Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,938.7647058823529,161.23529411764707
ups,United Parcel Service Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,A,High,BB,Medium,B,Medium,540.0,374.0,245.0,1159.0,BBB,High,386.3333333333333,Low Risk,0.6551059730250481,0.42209072978303747,0.42500000000000004,0.5972222222222222,1025.1666666666667,133.83333333333326
udr,UDR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,BB,Medium,B,Medium,225.0,301.0,215.0,741.0,B,Medium,247.0,High Risk,0.048169556840077066,0.2781065088757397,0.35,0.15064102564102566,995.9444444444445,-254.94444444444446
uhs,Universal Health Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,560.0,320.0,338.0,1218.0,A,High,406.0,Low Risk,0.6936416184971099,0.3155818540433925,0.6575,0.6602564102564102,938.7647058823529,279.2352941176471
mos,Mosaic Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,515.0,379.0,315.0,1209.0,A,High,403.0,Low Risk,0.6069364161849711,0.43195266272189353,0.6,0.6506410256410257,1058.8947368421052,150.1052631578948
usb,US Bancorp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,BB,Medium,BB,Medium,BB,Medium,336.0,317.0,300.0,953.0,BBB,High,317.6666666666667,Medium Risk,0.26204238921001927,0.309664694280079,0.5625,0.37713675213675224,898.3103448275862,54.689655172413836
uri,United Rentals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,BBB,High,BB,Medium,BB,Medium,472.0,318.0,300.0,1090.0,BBB,High,363.3333333333333,Medium Risk,0.5240847784200384,0.3116370808678501,0.5625,0.5235042735042735,885.2,204.79999999999995
vno,Vornado Realty Trust,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540.0,326.0,325.0,1191.0,BBB,High,397.0,Low Risk,0.6551059730250481,0.3274161735700198,0.625,0.6314102564102565,995.9444444444445,195.05555555555554
vlo,Valero Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BB,Medium,BB,Medium,608.0,307.0,330.0,1245.0,A,High,415.0,Low Risk,0.7861271676300579,0.28994082840236685,0.6375000000000001,0.6891025641025642,1142.2631578947369,102.73684210526312
vfc,VF Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,A,High,BB,Medium,BB,Medium,505.0,301.0,300.0,1106.0,BBB,High,368.6666666666667,Medium Risk,0.5876685934489403,0.2781065088757397,0.5625,0.5405982905982906,944.4444444444445,161.55555555555554
v,Visa Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,504.0,368.0,310.0,1182.0,BBB,High,394.0,Low Risk,0.5857418111753372,0.4102564102564103,0.5875,0.6217948717948719,1031.3174603174602,150.68253968253975
vtr,Ventas Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,995.9444444444445,104.05555555555554
vmc,Vulcan Materials Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,A,High,BB,Medium,BB,Medium,570.0,319.0,300.0,1189.0,BBB,High,396.3333333333333,Low Risk,0.7129094412331407,0.3136094674556213,0.5625,0.6292735042735044,1082.6666666666667,106.33333333333326
wec,WEC Energy Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BBB,High,BB,Medium,635.0,438.0,300.0,1373.0,A,High,457.6666666666667,Low Risk,0.8381502890173411,0.5483234714003946,0.5625,0.8258547008547009,1190.6333333333334,182.36666666666656
well,Welltower OP LLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,BBB,High,BB,Medium,BB,Medium,437.0,326.0,300.0,1063.0,BBB,High,354.3333333333333,Medium Risk,0.45664739884393063,0.3274161735700198,0.5625,0.4946581196581198,995.9444444444445,67.05555555555554
wat,Waters Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,B,Medium,B,Medium,B,Medium,270.0,292.0,235.0,797.0,BB,Medium,265.6666666666667,High Risk,0.13487475915221575,0.26035502958579887,0.4,0.2104700854700855,993.125,-196.125
wm,Waste Management Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,AA,Excellent,BBB,High,B,Medium,613.0,408.0,285.0,1306.0,A,High,435.3333333333333,Low Risk,0.7957610789980734,0.4891518737672584,0.525,0.7542735042735044,995.8571428571429,310.1428571428571
wab,Westinghouse Air Brake Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,AA,Excellent,BB,Medium,BB,Medium,607.0,311.0,320.0,1238.0,A,High,412.6666666666667,Low Risk,0.7842003853564548,0.2978303747534517,0.6125,0.6816239316239318,1048.047619047619,189.95238095238096
wmb,Williams Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,1142.2631578947369,-42.26315789473688
wfc,Wells Fargo & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,898.3103448275862,201.68965517241384
whr,Whirlpool Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500.0,301.0,300.0,1101.0,BBB,High,367.0,Medium Risk,0.5780346820809248,0.2781065088757397,0.5625,0.5352564102564102,945.55,155.45000000000005
wst,West Pharmaceutical Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,540.0,330.0,305.0,1175.0,BBB,High,391.6666666666667,Low Risk,0.6551059730250481,0.33530571992110453,0.5750000000000001,0.6143162393162395,993.125,181.875
wrb,W R Berkley Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BB,Medium,B,Medium,BB,Medium,360.0,294.0,300.0,954.0,BBB,High,318.0,Medium Risk,0.30828516377649323,0.2642998027613413,0.5625,0.3782051282051283,1012.3703703703703,-58.370370370370324
wmt,Walmart Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,BB,Medium,B,Medium,B,Medium,310.0,281.0,220.0,811.0,BB,Medium,270.3333333333333,High Risk,0.2119460500963391,0.23865877712031563,0.36250000000000004,0.22542735042735051,918.5769230769231,-107.5769230769231
wu,Western Union Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,205.0,205.0,228.0,638.0,B,Medium,212.66666666666666,High Risk,0.009633911368015391,0.08875739644970415,0.38250000000000006,0.040598290598290565,1031.3174603174602,-393.31746031746025
yum,Yum! Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,500.0,320.0,310.0,1130.0,BBB,High,376.6666666666667,Low Risk,0.5780346820809248,0.3155818540433925,0.5875,0.5662393162393163,918.8636363636364,211.13636363636363
xyl,Xylem Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BB,Medium,B,Medium,B,Medium,374.0,254.0,210.0,838.0,BB,Medium,279.3333333333333,High Risk,0.3352601156069364,0.1854043392504931,0.3375,0.25427350427350426,1048.047619047619,-210.04761904761904
wy,Weyerhaeuser Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BB,Medium,BB,Medium,700.0,340.0,300.0,1340.0,A,High,446.6666666666667,Low Risk,0.9633911368015415,0.35502958579881655,0.5625,0.7905982905982908,995.9444444444445,344.05555555555554
wrk,Westrock Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,BB,Medium,555.0,324.0,305.0,1184.0,BBB,High,394.6666666666667,Low Risk,0.6840077071290944,0.32347140039447736,0.5750000000000001,0.623931623931624,1156.0,28.0
xom,Exxon Mobil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,538.0,322.0,313.0,1173.0,BBB,High,391.0,Low Risk,0.6512524084778419,0.31952662721893493,0.595,0.6121794871794873,1142.2631578947369,30.736842105263122
zbh,Zimmer Biomet Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,520.0,330.0,310.0,1160.0,BBB,High,386.6666666666667,Low Risk,0.6165703275529866,0.33530571992110453,0.5875,0.5982905982905983,938.7647058823529,221.23529411764707
zts,Zoetis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,520.0,348.0,310.0,1178.0,BBB,High,392.6666666666667,Low Risk,0.6165703275529866,0.37080867850098626,0.5875,0.6175213675213677,903.6666666666666,274.33333333333337
de,Deere & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,560.0,339.0,305.0,1204.0,A,High,401.3333333333333,Low Risk,0.6936416184971099,0.35305719921104545,0.5750000000000001,0.6452991452991453,1048.047619047619,155.95238095238096
dd,Dupont De Nemours Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,B,Medium,550.0,341.0,295.0,1186.0,BBB,High,395.3333333333333,Low Risk,0.6743737957610789,0.35700197238658776,0.55,0.6260683760683762,1058.8947368421052,127.1052631578948
d,Dominion Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,535.0,325.0,310.0,1170.0,BBB,High,390.0,Low Risk,0.6454720616570329,0.3254437869822486,0.5875,0.6089743589743591,1190.6333333333334,-20.63333333333344
cvs,CVS Health Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,540.0,302.0,315.0,1157.0,BBB,High,385.6666666666667,Low Risk,0.6551059730250481,0.2800788954635109,0.6,0.5950854700854701,938.7647058823529,218.23529411764707
dal,Delta Air Lines Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,A,High,BB,Medium,BB,Medium,515.0,300.0,313.0,1128.0,BBB,High,376.0,Low Risk,0.6069364161849711,0.27613412228796846,0.595,0.5641025641025642,838.7142857142857,289.28571428571433
crm,Salesforce Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,215.0,241.0,200.0,656.0,B,Medium,218.66666666666666,High Risk,0.02890173410404623,0.1597633136094675,0.3125,0.05982905982905984,1031.3174603174602,-375.31746031746025
cvx,Chevron Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,B,Medium,B,Medium,B,Medium,210.0,217.0,210.0,637.0,B,Medium,212.33333333333334,High Risk,0.019267822736030837,0.1124260355029586,0.3375,0.0395299145299145,1142.2631578947369,-505.2631578947369
ctva,Corteva Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,AA,Excellent,BB,Medium,BB,Medium,610.0,312.0,320.0,1242.0,A,High,414.0,Low Risk,0.7899807321772641,0.2998027613412229,0.6125,0.685897435897436,1058.8947368421052,183.1052631578948
ctra,Coterra Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,555.0,329.0,310.0,1194.0,BBB,High,398.0,Low Risk,0.6840077071290944,0.3333333333333333,0.5875,0.6346153846153847,1142.2631578947369,51.73684210526312
ctlt,Catalent Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,BBB,High,BB,Medium,BB,Medium,483.0,303.0,305.0,1091.0,BBB,High,363.6666666666667,Medium Risk,0.5452793834296725,0.2820512820512821,0.5750000000000001,0.5245726495726496,903.6666666666666,187.33333333333337
cpb,Campbell Soup Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,515.0,301.0,305.0,1121.0,BBB,High,373.6666666666667,Low Risk,0.6069364161849711,0.2781065088757397,0.5750000000000001,0.5566239316239318,1131.0714285714287,-10.071428571428669
crl,Charles River Laboratories International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,510.0,322.0,235.0,1067.0,BBB,High,355.6666666666667,Medium Risk,0.5973025048169556,0.31952662721893493,0.4,0.49893162393162405,993.125,73.875
